## IMINE2-J-001	cvs
ボヘミアの王妃	8.574648
1409年生	8.574648
ハンガリーの王妃	8.574648
古代ペルシア	8.564266
ロンバルディア州出身の人物	8.560382
フォルクスワーゲンの人物	8.560382
フィアットの人物	8.560382
1951年生	8.560382
カーデザイナー	8.560382
イタリアの人物	8.560382
アルファ・ロメオの人物	8.560382
タンカー	8.556416
ドイツ海軍の艦船	8.556416
1938年竣工船	8.556416
ザクセンの歴史	8.554918
ザクセン＝アンハルトの歴史	8.554918
代謝内分泌疾患	8.554737
カルシウム	8.554737
腎泌尿器疾患	8.554737
ポツダム出身の人物	8.554671
ドイツの貴族	8.554671
アルバニアの人物	8.554671
后妃	8.554671
ハノーファー出身の人物	8.5462475
1769年生	8.5462475
1818年没	8.5462475
1800年生	8.545855
ザクセン＝コーブルク＝ゴータ公妃	8.545855
1831年没	8.545855
ザクセン＝ゴータ＝アルテンブルク家	8.545855
1779年生	8.54094
シュヴェリーン出身の人物	8.54094
1801年没	8.54094
1784年生	8.540168
1844年没	8.540168
ザクセン＝コーブルク＝ザールフェルト公	8.540168
突撃隊隊員	8.539505
1954年没	8.539505
赤十字の人物	8.539505
オールバニ公	8.539505
1884年生	8.539505
都市の一覧	8.538685
ルクセンブルク関連一覧	8.538685
英独関係	8.536815
1869年生	8.529582
1931年没	8.529582
アウグステンブルク家	8.529582
フランク時代の人物	8.528676
ヨーク出身の人物	8.528676
804年没	8.528676
8世紀の学者	8.528676
キリスト教神学者	8.528676
イギリスの神学者	8.528676
1557年没	8.527731
1522年生	8.527731
ノルトライン＝ヴェストファーレン州の行政区画	8.526623
ドイツの行政管区	8.526623
ケトン	8.526193
副腎皮質ホルモン製剤	8.526193
医学	8.526193
抗ヒスタミン薬	8.526193
抗炎症薬	8.526193
アルコール	8.526193
薬学	8.526193
ステロイド	8.526193
有機塩素化合物	8.526193
ハノーファーの后妃	8.524638
1666年没	8.524362
ホーエンツォレルン家ブランデンブルク＝クルムバッハ系	8.524362
1619年生	8.524362
バイエルン州の行政区画	8.522602
フランスの領邦	8.52224
フランシュ＝コンテの歴史	8.52224
モンベリアル	8.52224
ヴュルテンベルク家	8.52224
1804年生	8.522186
1852年没	8.522186
皇族・王族の妃	8.522152
1668年没	8.522152
デンマークの貴族	8.522152
ドレスデン出身の人物	8.522152
1617年生	8.522152
ヴェッティン家アルブレヒト系	8.522152
1846年生	8.520996
シャウムブルク＝リッペ侯	8.520996
1854年生	8.520682
1898年没	8.520682
プロイセン王族の妃	8.520682
1998年没	8.520507
1918年生	8.520507
王位請求者	8.520507
1871年生	8.518294
1955年没	8.518294
プール・ル・メリット勲章戦功章受章者	8.518294
ザクセン＝ゴータ＝アルテンブルク公	8.518194
1675年没	8.518194
1601年生	8.518194
1277年没	8.515822
1242年生	8.515822
アンハルトの后妃	8.513687
1838年生	8.513687
古代ギリシアの詩人	8.510184
文人	8.510184
1568年没	8.507715
1490年生	8.507715
カトリック教会に破門された人物	8.507715
ドイツ騎士団総長	8.507715
オランダ史の人物	8.507179
1888年没	8.507179
1855年生	8.507179
プロイセン王女	8.507179
メクレンブルク＝フォアポンメルンの歴史	8.507124
1434年没	8.506588
モンゴルの人物	8.506588
明代の人物	8.506588
ユーロネクスト上場企業	8.505758
JSE上場企業	8.505758
NYSE上場企業	8.505758
アルセロール・ミッタル	8.505758
オランダの工業製品メーカー	8.505758
2006年設立の企業	8.505758
ルクセンブルクの企業	8.505758
ロッテルダムの企業	8.505758
企業	8.505758
多国籍企業	8.505758
メクレンブルクの君主	8.502172
1809年生	8.500724
1872年没	8.500724
プロイセン王子	8.500724
1731年没	8.497145
1672年生	8.497145
ホーエンツォレルン家ブランデンブルク＝シュヴェート系	8.497145
1414年生	8.495003
1486年没	8.495003
ブランデンブルク選帝侯	8.495003
ホーエンツォレルン家ブランデンブルク系	8.495003
メクレンブルク公	8.493589
1379年没	8.493589
1318年生	8.493589
メクレンブルク侯	8.493589
ハンガリーの都市	8.491743
1950年没	8.491446
1863年生	8.491446
ドイツ帝国の政治家	8.491446
ホーエンローエ＝ランゲンブルク侯	8.491446
1586年生	8.491391
1631年没	8.491391
ヴュルテンベルク＝メンペルガルト家	8.491391
ブリタニカ百科事典第11版	8.488432
1290年生	8.488432
暗殺者	8.488432
没年不明	8.488432
消息不明となった人物	8.488432
ロシアの貴族	8.488428
サンクトペテルブルク出身の人物	8.488428
1857年生	8.488428
中部地方のマスコット	8.487042
クマをモチーフにしたマスコット	8.487042
キャラクター	8.487042
果物をモチーフにしたマスコット	8.487042
自治体のマスコット	8.487042
長野県	8.487042
長野県	8.487042
1618年没	8.4869
1553年生	8.4869
ルクセンブルクのオリンピック銀メダリスト	8.486023
ルクセンブルクのアルペンスキー選手	8.486023
ルクセンブルクのオリンピック選手	8.486023
1963年生	8.486023
冬季オリンピックメダリスト	8.486023
1385年没	8.48452
アスカン家ザクセン系	8.48452
生年不明	8.48452
インドネシアの宗教	8.482574
テューリンゲン州の行政区画	8.482574
古都	8.482574
1377年生	8.476057
1404年没	8.476057
ニーダーザクセン州の行政区画	8.473604
1255年生	8.469931
1308年没	8.469931
スイスの貴族	8.469931
暗殺された人物	8.469931
神聖ローマ皇帝	8.469931
1893年生	8.469596
1975年没	8.469596
シュトゥットガルト出身の人物	8.469596
ヴュルテンベルク公	8.469596
酵素	8.469067
1844年生	8.468344
1900年没	8.468344
エディンバラ公	8.468344
金羊毛騎士団員	8.468344
ウィーン国立音楽大学出身の人物	8.46647
1935年没	8.46647
オペラ作曲家	8.46647
オーストリアの作曲家	8.46647
表現主義	8.46647
近現代の作曲家	8.46647
1830年生	8.464591
ロシア皇族の妃	8.464591
1894年没	8.46356
1827年生	8.46356
ホルシュタイン＝ゴットルプ＝ロマノフ家	8.46356
ロシア大公女	8.46356
ブラウンシュヴァイク伯	8.4633045
1252年没	8.4633045
1204年生	8.4633045
人物	8.4633045
グネーシン音楽大学出身の人物	8.460659
ハルキウ出身の人物	8.460659
ロシアのギタリスト	8.460659
ロシアのヘヴィメタル・バンド	8.460659
ロシアの歌手	8.460659
1962年生	8.460659
音楽家	8.460659
1985年生	8.459185
AZアルクマールの選手	8.459185
FCアウクスブルクの選手	8.459185
FCフローラ・タリンの選手	8.459185
エストニアのサッカー選手	8.459185
サッカーエストニア代表選手	8.459185
サッカー選手	8.459185
ヘラクレス・アルメロの選手	8.459185
ヴォレレンガ・フォトバルの選手	8.459185
ソビエト連邦の政治家	8.45798
ケメロヴォ州出身の人物	8.45798
1950年生	8.45798
ソビエト連邦の軍人	8.45798
ラトビア系ロシア人	8.45798
ラトビアの人物	8.45798
1893年没	8.453658
ドイツの作曲家	8.453658
日本のギタリスト	8.450715
2001年没	8.450715
タンゴの音楽家	8.450715
タンゴ歌手	8.450715
フォルクローレ歌手	8.450715
1940年生	8.450715
東北電力の人物	8.450715
ホーエンツォレルン家ブランデンブルク＝アンスバッハ系	8.4477215
1667年没	8.4477215
1620年生	8.4477215
ブランデンブルク辺境伯	8.447226
アスカン家	8.447226
1170年没	8.447226
ヴァイマール＝オーラミュンデ伯	8.447226
1576年生	8.445236
1625年没	8.445236
ブランデンブルクの后妃	8.445236
プロイセン公妃	8.445236
## IMINE2-J-008	ゾロ
ゾロアスター教	235.66440799999998
ゾロアスター教の神	233.5258295
邪神・悪神	110.360371
神話	72.85163200000001
数の比較	62.652978000000004
存命人物	62.006518
イタリアのコムーネ	61.992768
映画	61.694414
ピラゾロン	49.612179000000005
シャー・ナーメ	49.190616999999996
アメリカ合衆国のアクション映画	37.73233
サーサーン朝	37.243888
剣戟映画	37.186673
小説を原作とする映画	37.186673
日本の児童文学	25.720505
名古屋テレビのアニメ	25.502150999999998
ギャグアニメ	25.502150999999998
児童文学を原作とするアニメ作品	25.502150999999998
アニメ作品 か	25.353138
スティーヴン・スピルバーグ	25.331004
アンブリン・エンターテインメントの作品	25.331004
マーティン・キャンベルの監督映画	25.331004
文人	25.198
日本の宗教学者	25.192131
化学	25.181423000000002
ゾロトゥルン州の基礎自治体	25.148945
スイスの都市	25.148945
ラクタム	25.144491000000002
イランの宗教	25.109943
宗教	25.006895999999998
2006年のアニメ映画	24.953467
神話・伝説の人物	24.945147
20mm砲	24.929135000000002
薬学	24.828402
長大な音楽作品名	24.756652
悪魔	24.747647
儀式の火	24.725907
ケトン	24.714484
副腎皮質ホルモン製剤	24.714484
アルコール	24.714484
イラン神話	24.682403
含窒素複素環式化合物	24.591045
20世紀フォックスの作品	24.589827
ガンダムシリーズ	24.527526
ザンスカール帝国の機動兵器	24.527526
物語世界内の観点に立って書かれている記事	24.527526
抗炎症薬	24.4717
創造神	24.435954
アミン	24.377002
火神	24.357782
アニメの登場人物	13.085901
アメリカ合衆国の小説	13.085901
架空の盗賊	13.085901
1919年の小説	13.085901
ABC	13.085901
アメリカ合衆国のテレビドラマ	13.085901
殺虫剤	13.05587
スイスの州都	12.960444
ブタを主人公にした物語	12.949301
スイスの州	12.936992
ゾロトゥルン州	12.936992
スイス	12.936992
オキサゾール	12.926992
イタリアの港町	12.925599
イタリアのコムーネ い	12.925599
ヴェネツィア県のコムーネ	12.925599
アミド	12.915046
抗がん剤	12.915046
通過儀礼	12.834714
儀式	12.834714
キツネを主人公にした物語	12.771204
漫画作品	12.771204
2004年のテレビアニメ	12.771204
動物文学	12.771204
小説のスピンオフ作品	12.771204
月刊コミックブンブン	12.771204
架空のキツネ	12.771204
アニメ作品 ま	12.730947
2005年のテレビアニメ	12.730947
角川映画	12.730947
2012年のアニメ映画	12.730947
東京テアトル製作の映画	12.730947
サンライズ作品	12.730947
日本のアニメ映画	12.730947
ジャンプ ジェイ ブックス	12.727838
劇場版ONE PIECE	12.727838
2004年のアニメ映画	12.727838
修正が必要な仮リンクを含む記事	12.719024
曖昧さ回避の必要なリンクのあるページ	12.719024
復讐を題材とした映画	12.714938
トライスター・ピクチャーズの作品	12.714938
1998年の映画	12.714938
参照方法	12.712501
神話・伝説の蛇	12.712501
2009年の舞台作品	12.710109
日本の工業製品メーカー	12.710109
日本の印刷業者	12.710109
草加市の企業	12.710109
2000年代のミュージカル	12.710109
日本の玩具メーカー	12.710109
アメリカ合衆国を舞台とした作品	12.710109
宝塚歌劇団の作品	12.710109
企業	12.710109
翻案劇	12.710109
舞台芸術	12.710109
1972年生	12.710109
宗教・宗派の開祖	12.682556
ユナイテッド・アーティスツの作品	12.616066
スパイグラス・エンターテインメントの作品	12.616066
1953年生	12.616066
2005年の映画	12.616066
日本の児童文学作家	12.616066
アメリカ合衆国のサイレント映画	12.616066
1920年の映画	12.616066
熊本県出身の人物	12.616066
日本の絵本作家	12.616066
劇場版ポケットモンスターのサウンドトラック	12.613142
2010年のアルバム	12.613142
水神	12.60557
1996年のテレビアニメ	12.581934
1883年生	12.581934
1958年没	12.581934
東宝製作のアニメ作品	12.581934
プロダクション リード	12.581934
アニメ	12.581934
衛星アニメ劇場	12.581934
イリノイ州の人物	12.581934
アメリカ合衆国の小説家	12.581934
大分市	12.556626
武器・兵器	12.556626
名数3	12.556626
著名なサル	12.556626
対戦車ライフル	12.556626
WHOエッセンシャルドラッグ	12.545203
カジノゲーム	12.533189
日本のゲーム	12.533189
賭博	12.533189
賭博	12.533189
インセスト	12.50627
宗教上の教義	12.50627
ONE PIECE	12.496343
1947年生	12.482022
学者	12.482022
酵素	12.482022
生物学	12.482022
東京都出身の人物	12.482022
アスラ	12.4738655
サハ共和国の都市	12.442675
ロシアの地理	12.442675
中東の神話	12.419812
イランの歴史	12.419812
古代ペルシア	12.419812
イタリアのコムーネ お	12.419475
ヌーオロ県のコムーネ	12.419475
時間と運命の神	12.401326
時間	12.401326
1940年の映画	12.401326
アメリカ合衆国の冒険映画	12.401326
異端	12.390919
一神教	12.390919
マニ教	12.376824
実包	12.372509
カードゲーム	12.359552
花札	12.359552
劇場版ポケットモンスター	12.31924
あらすじの不十分な作品記事	12.31924
2010年のアニメ映画	12.31924
宗教建築物の世界遺産	12.310438
イランの世界遺産	12.310438
イランの城	12.310438
イランの建築	12.310438
2003年登録の世界遺産	12.310438
聖地	12.310438
神話・伝説の馬	12.283199
アニリン	12.283199
鎮痛剤	12.283199
聖典	12.262591
太陽神	12.229445
含硫黄複素環式化合物	12.229445
防腐剤	12.229445
多摩地域を舞台としたアニメ映画	12.22252
テレビ東京系アニメのクロスオーバー作品	12.22252
ケロロ軍曹の映画作品	12.22252
イタリアのコムーネ と	12.215898
イタリアのコムーネ ふ	12.215898
イゼルニア県のコムーネ	12.215898
マントヴァ県のコムーネ	12.215898
イタリアのコムーネ あ	12.215898
トレヴィーゾ県のコムーネ	12.215898
インドの宗教	12.190486
1981年の映画	12.188501
死神	12.188501
魔女	12.188501
アメリカ合衆国のLGBT関連映画	12.188501
アメリカ合衆国のコメディ映画	12.188501
芳香族化合物	12.188501
覚醒剤	12.188501
ステロイド	12.169281
ファイザー	12.169281
宗教行為	12.169281
1975年の映画	12.169281
イタリアのアクション映画	12.169281
フランスのアクション映画	12.169281
東宝配給の映画	12.169281
酒神	12.164898
インド	12.164898
ヒンドゥー教	12.164898
リグ・ヴェーダ	12.164898
月神	12.164898
インド神話の神	12.164898
霊薬	12.164898
1896年生	12.164898
1967年没	12.164898
クラシック音楽	12.164898
スイスの作曲家	12.164898
近現代の作曲家	12.164898
音楽家	12.164898
神奈川県出身の人物	12.14351
声優	12.14351
大沢事務所	12.14351
日本の女性声優	12.14351
1977年生	12.14351
2008年のシングル	12.14351
DREAMS COME TRUEの楽曲	12.14351
ONE PIECEのアニメソング	12.14351
アニメ映画主題歌	12.14351
コラボレーション・シングル	12.14351
シングル	12.14351
吉田美和が制作した楽曲	12.14351
リカット・シングル	12.14351
日本のアニメーター	12.054811
アニメのキャラクターデザイナー	12.054811
埼玉県出身の人物	12.054811
1962年生	12.054811
中東の竜	12.054811
EC 1.13.11	12.051505
大地神	12.034628
## IMINE2-J-009	スバル
自動車	352.44827749999996
スバルの車種	282.8797055
富士重工業	229.93784400000004
富士重工業のディーラー	194.52364
富士重工業のエンジン	177.3335335
太田市の企業	148.674719
自動車の新製品	134.82265
日本の自動車メーカー・ブランド	134.82265
四輪駆動車	120.94591349999999
セダン	81.089109
世界ラリー選手権	80.2560575
富士重工業の人物	67.316153
存命人物	53.4188585
1961年設立の企業	41.663071
1999年設立の企業	41.606534
企業	40.904192
東京都出身の人物	40.244915
軽セダン	39.911432
2001年設立の企業	27.733311
土産菓子	27.592716
食文化	27.592716
関東地方の菓子	27.592716
日本の自動車技術者	27.295645999999998
ピックアップトラック	27.1865235
ラリー	27.1282765
自動車関連の一覧	27.112409
日本の自動車技術180選	27.04403
自動車実業家	26.90547
参照方法	26.898
マムルーク朝の君主	26.898
コンセプトカー	26.813276000000002
バルブ	26.727417000000003
軽ボンネットバン	26.712169
ステーションワゴン	26.593778
グッドデザイン賞	26.588908
クーペ	26.541033
大日本帝国	26.506415
インドネシアの歴史	26.506415
オランダの歴史	26.506415
インドネシアの政治	26.506415
アニメ	26.489458
クロスオーバーSUV	26.395416
広島市西区の企業	14.047415
1958年設立の企業	14.047415
文京区の企業	13.949153
福岡市東区の企業	13.93476
1952年設立の企業	13.93476
松山市の企業	13.92976
長崎市の企業	13.92976
高松市の企業	13.92976
鹿児島市の企業	13.92976
2006年設立の企業	13.92976
守口市の企業	13.920073
1969年設立の企業	13.906301
札幌市西区の企業	13.906301
エンジンの一覧	13.895885
山形市の企業	13.865397
1954年設立の企業	13.865397
1934年設立の企業	13.852069
群馬県の商業施設	13.852069
2008年設立の企業	13.837091
長野市の企業	13.837091
浦添市の企業	13.803551
青森市の企業	13.803551
青森県の画像提供依頼	13.803551
ダイハツ工業のエンジン	13.771894
自動車関連産業の工場	13.763645
トヨタ自動車の工場	13.763645
中世の北欧	13.752089
ノルウェーの歴史	13.752089
ヨーロッパの城	13.752089
ヴェストフォル県	13.752089
要塞	13.752089
群馬県の食文化	13.740647
港北区の企業	13.737308
ソウル特別市の企業	13.725758
1942年生	13.68294
2013年没	13.68294
オセアニアのスポーツ	13.6629715
アジアのスポーツ	13.6629715
モータースポーツ	13.6629715
日本のメンテナンスに関する企業	13.635336
千代田区の企業	13.635336
東証一部上場企業	13.635336
日本の外食産業	13.635336
東宝	13.635336
映画興行会社	13.635336
日本のレーシングチーム	13.62513
チューニングメーカー	13.62513
日本の航空機技術者	13.612706
1919年生	13.612706
1997年没	13.612706
中島飛行機の人物	13.612706
大日本帝国海軍短期現役士官	13.612706
東京大学出身の人物	13.612706
長野県出身の人物	13.612706
スポーツセダン	13.593492
1978年没	13.592337
1896年生	13.592337
インドネシアの政治家	13.592337
1438年没	13.573827
車両チューニング	13.556249
自動車エンジン技術	13.556249
1995年のモータースポーツ	13.54915
千代田区の歴史	13.487555
日本の火災	13.487555
1953年の日本における災害	13.487555
1984年没	13.477909
タンゴの音楽家	13.477909
2012年の小説	13.477909
人格の入れ替わりを題材とした小説	13.477909
文学	13.477909
日本の小説	13.477909
日本の恋愛小説	13.477909
物語内容の紹介に終始している記事	13.477909
1897年生	13.477909
アルゼンチンの作曲家	13.477909
バンドネオン奏者	13.477909
ブエノスアイレス出身の人物	13.477909
レーシングコンストラクター	13.465305
三鷹市の企業	13.465305
アルファ・ロメオの人物	13.458532
BMWの人物	13.458532
アテネ出身の人物	13.458532
フィアットの人物	13.458532
カーデザイナー	13.458532
1957年生	13.458532
遊戯銃	13.4545355
大阪市中央区の建築物	13.431253
大阪市中央区の歴史	13.431253
かつて存在した大阪府の映画館	13.431253
現存しない大阪府の建築物	13.431253
1947年設立	13.431253
過去の東宝系列映画館	13.431253
大阪市の画像提供依頼	13.431253
トールワゴン	13.41496
サッカー選手	13.414617
1974年生	13.414617
愛媛県出身の人物	13.414617
日本のサッカー選手	13.414617
愛媛FCの選手	13.414617
1994年のモータースポーツ	13.409428
1997年のモータースポーツ	13.4062195
インドの河川	13.391277
オリッサ	13.391277
インド	13.391277
画像提供依頼	13.389645
2009年のアダルトゲーム	13.389645
リリス	13.389645
アダルトゲーム	13.389645
魔法少女を題材としたゲーム	13.389645
美少女ゲーム	13.389645
メキシコの映画作品	13.386895
バルセロナを舞台とした映画作品	13.386895
2010年の映画	13.386895
スペインのドラマ映画	13.386895
アレハンドロ・ゴンサレス・イニャリトゥの監督映画	13.386895
ユニバーサル・ピクチャーズの作品	13.386895
1996年のモータースポーツ	13.364838
人物	13.339445
1954年生	13.339445
日本の実業家	13.339445
成蹊大学出身の人物	13.339445
1378年生	13.324173
1453年没	13.324173
イギリスの戯曲	13.320293
17世紀の戯曲	13.320293
アフリカを舞台とした作品	13.320293
ポエニ戦争	13.320293
自動車トランスミッション技術	13.317755
日本のオルタナティヴ・ロック・バンド	13.317755
ハッチバック	13.295126
スペイン語の姓	13.292879
1999年のモータースポーツ	13.273943
真空	13.2728815
工学	13.2728815
手塚治虫のアニメ作品	13.261133
24時間テレビのアニメ	13.261133
アニメ作品 き	13.261133
SFアニメ	13.261133
1986年のテレビアニメ	13.261133
ラリー競技会	13.252479
ニュージーランドのモータースポーツ	13.252479
1980年のシングル	13.248705
スバルのコマーシャルソング	13.248705
ビクターエンタテインメントの楽曲	13.248705
なかにし礼が制作した楽曲	13.248705
筒美京平が制作した楽曲	13.248705
岩崎宏美の楽曲	13.248705
アメリカンフットボール大会	13.229377
スポーツ	13.229377
ドイツのスポーツリーグ	13.229377
変身ヒロインアニメ	13.228325
日本のオリジナルWebアニメ	13.228325
ガイナックス	13.228325
群馬県を舞台とした作品	13.228325
魔法少女アニメ	13.228325
アニメ作品 ほ	13.228325
2011年のアニメ	13.228325
2005年没	13.22253
1930年生	13.22253
ダイハツの車種	13.216524
1985年生	13.2062645
文人	13.2062645
日本の小説家	13.2062645
貨物自動車	13.204133
ムービック	13.201182
MF文庫J	13.201182
月刊コミックアライブ	13.201182
2011年のテレビアニメ	13.201182
アニメ作品 ま	13.201182
月刊ニュータイプの漫画作品	13.201182
2009年の小説	13.201182
キングレコードのアニメ作品	13.201182
TBSの深夜アニメ	13.201182
メディアファクトリーのアニメ作品	13.201182
フィール	13.201182
高等学校を舞台とした漫画作品	13.201182
執事を題材とした作品	13.201182
男装作品	13.201182
ライトノベルを原作とするアニメ作品	13.201182
高等学校を舞台としたアニメ作品	13.201182
高等学校を舞台とした小説	13.201182
漫画作品	13.201182
電気自動車	13.199263
自動車の画像提供依頼	13.191283
インドネシア	13.18866
## IMINE2-J-010	読売
マスメディアの歴史	134.82265
江戸時代の文化	134.82265
読売グループ	124.7327287
読売新聞グループの人物	116.6219315
存命人物	108.55862939999999
テレビ番組	92.4353096
日本の実業家	85.8237127
読売新聞	78.0321041
日本のジャーナリスト	77.76578649999999
読売テレビのバラエティ番組	76.90370109999999
読売テレビの深夜番組	69.25556639999999
日本の新聞社	62.658430499999994
吉本興業の番組	61.559269199999996
読売新聞の出版物	54.49948809999999
東京都出身の人物	54.315714099999994
新聞編集者	46.739696699999996
読売ジャイアンツ関連人物	39.2302925
読売新聞の歴史	39.2176774
日本の新聞	39.0564282
読売新聞のニュース番組	38.4719767
報知新聞社	31.310335600000002
人物	31.080734200000002
戦前の読売新聞社の人物	31.008370199999998
日本プロ野球のタイトル	30.9225097
日本テレビの深夜番組	30.8510211
読売テレビのトーク番組	30.7401142
読売テレビの特別番組	30.7138429
プロ野球のオーナー	23.5959205
千代田区の企業	23.581318
1946年生	23.525937499999998
大阪市北区の企業	23.4779534
東京都のマスメディア	23.393793
東京都中央区の企業	23.3559566
福岡県のマスメディア	23.308135800000002
読売テレビの人物	23.2527254
書籍	23.2381832
JSL	23.17917
サッカー選手	23.172671799999996
日本のサッカー選手	23.172671799999996
読売サッカークラブの選手	23.172671799999996
日本テレビのバラエティ番組	23.1440437
読売テレビの冠番組	23.108511200000002
ロンドンブーツ1号2号	23.081347
久本雅美	23.012656200000002
大手町	15.764703
富山県出身の人物	15.6788117
週刊紙	15.6731653
箱根駅伝	15.651084
読売ジャイアンツ	15.6216349
東京都港区の企業	15.593707
テレビ制作会社	15.576364000000002
神奈川県出身の人物	15.5474348
日本の出版社	15.543489600000001
2003年没	15.5092187
福岡市中央区の企業	15.501631799999998
東京都の私立学校	15.4898191
東京都区部の専修学校	15.4898191
学校	15.4898191
日本女子サッカーリーグ	15.452346599999998
2004年のテレビ番組 (日本)	15.4381018
サッカー	15.4287743
日テレG+	15.422635499999998
読売テレビ番組	15.4102533
2007年のテレビ番組 (日本)	15.400241600000001
1969年生	15.3932281
日本の逐次刊行物	15.3926336
年鑑	15.3926336
ニュース映画	15.3882108
毎日新聞社のニュース番組	15.3624206
朝日新聞社のニュース番組	15.3624206
中日新聞社のニュース番組	15.3620319
神奈川県発祥の企業	7.9129424
日本の持株会社	7.905063
京都大学出身の人物	7.89664
東京都の学校法人	7.890528
かつて存在した東京都の企業	7.8867373
コングロマリット	7.8867373
企業	7.8867373
現在活動していない日本のプロ野球チーム	7.8867373
かつて存在した日本の不動産会社	7.8867373
東京大学出身の人物	7.8655915
1940年代	7.863578
出版	7.863578
千代田区の画像提供依頼	7.85964
長野県出身の人物	7.846791
1896年生	7.846791
1991年没	7.846791
戦前の報知新聞社の人物	7.846791
1940年代創刊の雑誌	7.8455496
日本の週刊誌 (休廃刊)	7.8455496
愛知県のマスメディア	7.838825
名古屋市中区の企業	7.838825
1939年生	7.833689
メディアコミュニケーション研究所の人物	7.833689
1941年生	7.8296185
報道	7.8276157
北海道のマスメディア	7.822325
札幌市中央区の企業	7.822325
日本のシステムインテグレータ	7.816615
英語の新聞	7.8147693
日本の旅行会社	7.812467
1962年設立の企業	7.812467
西日本新聞社	7.806504
日本の新聞 (廃刊)	7.806504
博多区の歴史	7.806504
福岡県	7.806504
テレビ技術会社	7.805575
大阪府のマスメディア	7.804284
放送局	7.7992525
関東地方のラジオ局	7.7992525
TBSの歴史	7.7992525
文化・芸術の称号	7.7925467
日本の観光	7.7925467
広報大使	7.7925467
情報社会	7.7925467
政治情報	7.7925467
マスメディア	7.7925467
札幌市出身の人物	7.787581
日本大学出身の人物	7.787581
横綱審議委員会委員	7.787581
日本の美術展覧会	7.787581
1935年生	7.787581
書	7.787581
美術	7.787581
読売新聞グループのイベント	7.787581
1934年生	7.7821717
2009年没	7.781633
芸術文化勲章受章者	7.781633
1926年生	7.781633
1983年の日本のサッカー	7.780095
1997年設立の企業	7.7718883
社会福祉法人	7.7718883
日本の女子サッカー大会	7.765426
現存しないサッカー大会	7.765426
オールスターゲーム	7.765426
静岡県出身の人物	7.763706
東京都港区の学校	7.7520924
建築教育	7.7520924
1905年生	7.7418537
1981年没	7.7418537
東京ヴェルディ1969	7.7418537
現在活動していない日本のサッカークラブ	7.7418537
福井県出身の人物	7.7418537
大阪毎日新聞社の人物	7.7418537
国民新聞社の人物	7.7418537
日本テレビの冠番組	7.737808
日本テレビの音楽番組	7.737808
政治家・官僚の称号	7.7377267
亀戸	7.7377267
名誉称号	7.7377267
党首	7.7377267
江東区の学校	7.7377267
1962年生	7.7377267
自動車大学校	7.7377267
東京都の学校	7.7377267
打点王 (NPB)	7.736279
野球	7.7348976
プロ野球の応援団	7.7348976
野球に関する記事	7.7348976
サガン鳥栖の選手	7.7311244
サッカー解説者	7.7311244
ヴェルディ川崎の選手	7.7311244
鳥栖フューチャーズの選手	7.7311244
日本のサッカー指導者	7.7311244
北九州市の画像提供依頼	7.7297435
プロ野球日本シリーズ	7.729017
テレビの自己批評番組	7.72841
読売テレビのアニメ	7.727047
徳間書店の人物	7.727047
明治大学出身の人物	7.727047
栃木県出身の人物	7.727047
日本テレビ系アニメの放送枠	7.727047
1920年生	7.727047
報知新聞社の人物	7.727047
朝日新聞社の歴史	7.7242136
朝日新聞出版	7.7242136
CSのトーク番組	7.721734
テレビの情報・ワイドショー番組	7.721734
テレビの教養番組	7.721734
テレビのニュース・報道番組	7.721734
内容が過剰となっている記事	7.7171097
宗教的な差別	7.7171097
各種の宗教	7.7171097
宗教	7.7171097
1979年のサッカー	7.711011
アニメ関係者	7.709244
民放連会長	7.709244
1913年生	7.709244
2007年没	7.709244
日本テレビの人物	7.709244
映画関連の人物	7.709244
日本の映画プロデューサー	7.709244
日本の音楽関連出版社	7.7082696
大阪市中央区の企業	7.7082696
アニメに関係する企業	7.7082696
新聞社ニュースサイト	7.7082696
読売テレビの情報・ワイドショー番組	7.7082696
読売テレビ	7.7082696
1970年設立の企業	7.7082696
日本テレビのトーク番組	7.7069774
早稲田大学出身の人物	7.7068477
大阪府出身の人物	7.7068477
本塁打王 (NPB)	7.7054076
岩手県出身の人物	7.7038207
中央大学出身の人物	7.7038207
日本テレビのローカル番組	7.7009015
日本テレビのニュース・報道番組	7.7009015
1953年のテレビ番組 (日本)	7.7009015
東京電力一社提供番組	7.7009015
日本テレビのミニ番組	7.7009015
日本テレビの帯番組	7.7009015
ラジオ日本の番組	7.7009015
首位打者 (NPB)	7.6935687
1910年生	7.6926785
2008年没	7.6926785
日本共産党の人物	7.6926785
1984年の日本のサッカー	7.688064
ラジオのミニ番組	7.6869206
1990年の日本のサッカー	7.6869206
ローカル局ラジオのニュース・報道番組	7.6869206
福井エフエム放送の番組	7.6869206
2008年のテレビ番組 (日本)	7.6836195
1955年生	7.6818433
テレビの宗教番組	7.6818433
日本テレビ放送網系番組	7.6818433
アラスカ州の人物	7.6818433
1960年のテレビ番組 (日本)	7.6818433
中央公論新社	7.6799116
新潟県出身の人物	7.6799116
水泳指導者	7.6799116
水泳選手	7.6799116
順天堂大学出身の人物	7.6799116
1999年設立の企業	7.6799116
1950年生	7.6799116
京橋	7.6799116
京都府発祥の企業	7.6799116
雑多な内容を箇条書きした節のある記事 - 2013年9月-12月	7.6799116
大蔵省	7.6795754
日本の言葉遊び	7.6795754
日本の財政	7.6795754
